log_timestamp,lat_FromGnss,lng_FromGnss,GNSS_linear_ref,GNSS_TimeStamp,lat_FromDTC,lng_FromDTC,DTC_linear_ref,DTC_TimeStamp,pong_predicted_linear_ref,bus_line,vehicle_id,type
2017.06.30 12:56:25,7.866958333333333,98.3950305,,2017-06-30T12:56:21.138000+07:00,7.86775,98.395033,,2017-06-30T12:56:19.668000+07:00,0.30450057240336703,3,117620102929,high
2017.06.30 12:56:30,7.866647333333333,98.39486733333334,,2017-06-30T12:56:24.331000+07:00,7.86775,98.395033,,2017-06-30T12:56:19.668000+07:00,0.30492853195977615,3,117620102929,high
2017.06.30 12:56:35,7.8661528333333335,98.39457716666666,,2017-06-30T12:56:29.111000+07:00,7.86775,98.395033,,2017-06-30T12:56:19.668000+07:00,0.30541972318019434,3,117620102929,high
2017.06.30 12:56:40,7.865939333333333,98.394452,,2017-06-30T12:56:34.382000+07:00,7.86775,98.395033,,2017-06-30T12:56:19.668000+07:00,0.30595572717510544,3,117620102929,high
2017.06.30 12:56:45,7.865919333333333,98.39444183333333,,2017-06-30T12:56:39.325000+07:00,7.86775,98.395033,,2017-06-30T12:56:34.673000+07:00,0.3064205604105264,3,117620102929,high
2017.06.30 12:56:50,7.865791833333334,98.39436733333334,,2017-06-30T12:56:44.747000+07:00,7.86775,98.395033,,2017-06-30T12:56:34.673000+07:00,0.306925020623392,3,117620102929,high
2017.06.30 12:56:55,7.865608166666666,98.39427166666667,,2017-06-30T12:56:49.736000+07:00,7.86775,98.395033,,2017-06-30T12:56:34.673000+07:00,0.3074324503345674,3,117620102929,high
2017.06.30 12:57:00,7.8655100000000004,98.39415966666667,,2017-06-30T12:56:55.323000+07:00,7.86775,98.395033,,2017-06-30T12:56:49.812000+07:00,0.30798158082200705,3,117620102929,high
2017.06.30 12:57:05,7.865593166666667,98.39395566666667,,2017-06-30T12:56:59.190000+07:00,7.86775,98.395033,,2017-06-30T12:56:49.812000+07:00,0.3084188021731444,3,117620102929,high
2017.06.30 12:57:10,7.8657881666666665,98.3935695,,2017-06-30T12:57:04.713000+07:00,7.86775,98.395033,,2017-06-30T12:56:49.812000+07:00,0.3089353607791237,3,117620102929,high
2017.06.30 12:57:15,7.866046833333334,98.39312183333334,,2017-06-30T12:57:09.656000+07:00,7.86775,98.395033,,2017-06-30T12:57:04.678000+07:00,0.3094284047984873,3,117620102929,high
2017.06.30 12:57:20,7.866387,98.39284383333333,,2017-06-30T12:57:14.665000+07:00,7.86775,98.395033,,2017-06-30T12:57:04.678000+07:00,0.3099191796191425,3,117620102929,high
2017.06.30 12:57:25,7.866689666666667,98.3926945,,2017-06-30T12:57:20.048000+07:00,7.86775,98.395033,,2017-06-30T12:57:04.678000+07:00,0.3104385731235082,3,117620102929,high
2017.06.30 12:57:30,7.867148666666667,98.39247516666667,,2017-06-30T12:57:24.698000+07:00,7.86775,98.395033,,2017-06-30T12:57:20.139000+07:00,0.3109269862455077,3,117620102929,high
2017.06.30 12:57:35,7.867711333333333,98.39221183333333,,2017-06-30T12:57:29.466000+07:00,7.86775,98.395033,,2017-06-30T12:57:20.139000+07:00,0.31141603706714416,3,117620102929,high
2017.06.30 12:57:40,7.868303833333333,98.39192866666667,,2017-06-30T12:57:34.172000+07:00,7.86775,98.395033,,2017-06-30T12:57:20.139000+07:00,0.31189531839434137,3,117620102929,high
2017.06.30 12:57:45,7.8688095,98.39166683333333,,2017-06-30T12:57:39.622000+07:00,7.8664,98.394717,,2017-06-30T12:57:34.688000+07:00,0.3125729015086669,3,117620102929,high
2017.06.30 12:57:50,7.869114166666667,98.39150066666667,,2017-06-30T12:57:44.257000+07:00,7.8664,98.394717,,2017-06-30T12:57:34.688000+07:00,0.31291712121274,3,117620102929,high
2017.06.30 12:57:55,7.869243166666667,98.39144933333333,,2017-06-30T12:57:48.992000+07:00,7.8664,98.394717,,2017-06-30T12:57:34.688000+07:00,0.3134037351357636,3,117620102929,high
2017.06.30 12:58:00,7.869247166666667,98.39144466666667,,2017-06-30T12:57:54.395000+07:00,7.8664,98.394717,,2017-06-30T12:57:51.117000+07:00,0.313928196037245,3,117620102929,high
2017.06.30 12:58:05,7.869252333333334,98.39144,,2017-06-30T12:57:59.162000+07:00,7.8664,98.394717,,2017-06-30T12:57:51.117000+07:00,0.3144128778613682,3,117620102929,high
2017.06.30 12:58:10,7.869255166666667,98.39143866666667,,2017-06-30T12:58:04.499000+07:00,7.8664,98.394717,,2017-06-30T12:57:51.117000+07:00,0.0014883870384643514,3,117620102929,high
2017.06.30 12:58:15,7.869257833333333,98.39143716666666,,2017-06-30T12:58:09.535000+07:00,7.8664,98.394717,,2017-06-30T12:58:04.694000+07:00,0.0019636649679402518,3,117620102929,high
2017.06.30 12:58:20,7.869259,98.39143733333333,,2017-06-30T12:58:14.704000+07:00,7.8664,98.394717,,2017-06-30T12:58:04.694000+07:00,0.0011058481562021846,3,117620102929,high
2017.06.30 12:58:25,7.869260833333334,98.39143666666666,,2017-06-30T12:58:20.142000+07:00,7.8664,98.394717,,2017-06-30T12:58:04.694000+07:00,0.0016205589632332313,3,117620102929,high
2017.06.30 12:58:30,7.8692633333333335,98.39143733333333,,2017-06-30T12:58:24.191000+07:00,7.867433,98.3923,,2017-06-30T12:58:19.698000+07:00,6.22749294780954E-4,3,117620102929,high
2017.06.30 12:58:35,7.869265333333333,98.391439,,2017-06-30T12:58:29.313000+07:00,7.867433,98.3923,,2017-06-30T12:58:19.698000+07:00,0.0011090220179987126,3,117620102929,high
2017.06.30 12:58:40,7.869266,98.39144116666667,,2017-06-30T12:58:34.743000+07:00,7.867433,98.3923,,2017-06-30T12:58:19.698000+07:00,0.0016147638301348339,3,117620102929,high
2017.06.30 12:58:45,7.869264333333334,98.39144566666667,,2017-06-30T12:58:38.600000+07:00,7.867433,98.3923,,2017-06-30T12:58:34.724000+07:00,0.0021054048508661956,3,117620102929,high
2017.06.30 12:58:50,7.869259666666666,98.39145133333334,,2017-06-30T12:58:43.600000+07:00,7.867433,98.3923,,2017-06-30T12:58:34.724000+07:00,0.001125786308456623,3,117620102929,high
