log_timestamp,lat_FromGnss,lng_FromGnss,GNSS_linear_ref,GNSS_TimeStamp,lat_FromDTC,lng_FromDTC,DTC_linear_ref,DTC_TimeStamp,pong_predicted_linear_ref,bus_line,vehicle_id,type
2017.06.30 12:58:26,7.869259,98.39143733333333,0.0572898321293578,2017-06-30T12:58:14.687000+07:00,7.8664,98.394717,0.0151768564417479,2017-06-30T12:58:04.694000+07:00,0.0017362633973752651,3,117620102929,normal
2017.06.30 12:58:31,7.869262333333333,98.39143683333333,0.0573131387647529,2017-06-30T12:58:23+07:00,7.867433,98.3923,0.0430406105947664,2017-06-30T12:58:19.698000+07:00,6.785232630348921E-4,3,117620102929,normal
2017.06.30 12:58:36,7.869262333333333,98.39143683333333,0.0573131387647529,2017-06-30T12:58:23+07:00,7.867433,98.3923,0.0430406105947664,2017-06-30T12:58:19.698000+07:00,0.0011737409811612368,3,117620102929,normal
2017.06.30 12:58:41,7.869266333333333,98.3914395,0.0573332405064754,2017-06-30T12:58:31.698000+07:00,7.867433,98.3923,0.0430406105947664,2017-06-30T12:58:19.698000+07:00,0.001686627989230374,3,117620102929,normal
2017.06.30 12:58:46,7.869266333333333,98.3914395,0.0573332405064754,2017-06-30T12:58:31.698000+07:00,7.867433,98.3923,0.0430406105947664,2017-06-30T12:58:19.698000+07:00,0.002177798609660292,3,117620102929,normal
2017.06.30 12:58:51,7.869264,98.39144616666667,0.057301715159258,2017-06-30T12:58:39+07:00,7.867433,98.3923,0.0430406105947664,2017-06-30T12:58:34.724000+07:00,0.001221442654009856,3,117620102929,normal
2017.06.30 12:58:56,7.869264,98.39144616666667,0.057301715159258,2017-06-30T12:58:39+07:00,7.867433,98.3923,0.0430406105947664,2017-06-30T12:58:34.724000+07:00,0.0017270063662473503,3,117620102929,normal
2017.06.30 12:59:01,7.869482333333333,98.39138,0.0589087680070622,2017-06-30T12:58:51.200000+07:00,7.867433,98.3923,0.0430406105947664,2017-06-30T12:58:34.724000+07:00,0.0021654914166654403,3,117620102929,normal
2017.06.30 12:59:06,7.869482333333333,98.39138,0.0589087680070622,2017-06-30T12:58:51.200000+07:00,7.867433,98.3923,0.0430406105947664,2017-06-30T12:58:34.724000+07:00,0.002697853413649582,3,117620102929,normal
2017.06.30 12:59:11,7.8704426666666665,98.39087583333334,0.0665994885730064,2017-06-30T12:59:03+07:00,7.867433,98.3923,0.0430406105947664,2017-06-30T12:58:34.724000+07:00,0.0031845151366459257,3,117620102929,normal
2017.06.30 12:59:16,7.8704426666666665,98.39087583333334,0.0665994885730064,2017-06-30T12:59:03+07:00,7.867433,98.3923,0.0430406105947664,2017-06-30T12:58:34.724000+07:00,0.0036878825501335337,3,117620102929,normal
2017.06.30 12:59:21,7.8714794999999995,98.3903725,0.0747296718387847,2017-06-30T12:59:13.800000+07:00,7.86925,98.391433,0.057240589832494,2017-06-30T12:59:04.716000+07:00,0.0011733584124118523,3,117620102929,normal
2017.06.30 12:59:26,7.8714794999999995,98.3903725,0.0747296718387847,2017-06-30T12:59:13.800000+07:00,7.86925,98.391433,0.057240589832494,2017-06-30T12:59:04.716000+07:00,0.0017170350029558246,3,117620102929,normal
2017.06.30 12:59:31,7.871633666666667,98.39030033333333,0.0759301291994441,2017-06-30T12:59:16.500000+07:00,7.86925,98.391433,0.057240589832494,2017-06-30T12:59:04.716000+07:00,0.002161714549848061,3,117620102929,normal
2017.06.30 12:59:36,7.871633666666667,98.39030033333333,0.0759301291994441,2017-06-30T12:59:16.500000+07:00,7.86925,98.391433,0.057240589832494,2017-06-30T12:59:04.716000+07:00,0.00270998253777865,3,117620102929,normal
2017.06.30 12:59:41,7.871699,98.39026066666666,0.0764674635920801,2017-06-30T12:59:31.900000+07:00,7.86925,98.391433,0.057240589832494,2017-06-30T12:59:04.716000+07:00,0.003173724073820966,3,117620102929,normal
2017.06.30 12:59:46,7.871699,98.39026066666666,0.0764674635920801,2017-06-30T12:59:31.900000+07:00,7.86925,98.391433,0.057240589832494,2017-06-30T12:59:04.716000+07:00,0.0036634328950829274,3,117620102929,normal
2017.06.30 12:59:51,7.871937166666667,98.39014483333334,0.0783780538731977,2017-06-30T12:59:38.900000+07:00,7.86925,98.391433,0.057240589832494,2017-06-30T12:59:34.772000+07:00,0.0011660702165602304,3,117620102929,normal
2017.06.30 12:59:56,7.871937166666667,98.39014483333334,0.0783780538731977,2017-06-30T12:59:38.900000+07:00,7.86925,98.391433,0.057240589832494,2017-06-30T12:59:34.772000+07:00,0.0016676618310586082,3,117620102929,normal
2017.06.30 13:00:01,7.872380833333334,98.39003983333333,0.0818357748431999,2017-06-30T12:59:46+07:00,7.86925,98.391433,0.057240589832494,2017-06-30T12:59:49.734000+07:00,6.607493041845368E-4,3,117620102929,normal
2017.06.30 13:00:06,7.872380833333334,98.39003983333333,0.0818357748431999,2017-06-30T12:59:46+07:00,7.86925,98.391433,0.057240589832494,2017-06-30T12:59:49.734000+07:00,0.001254628066153866,3,117620102929,normal
2017.06.30 13:00:11,7.873246833333333,98.3903205,0.088200057079148,2017-06-30T12:59:57.600000+07:00,7.86925,98.391433,0.057240589832494,2017-06-30T12:59:49.734000+07:00,0.0016825920225604723,3,117620102929,normal
2017.06.30 13:00:16,7.873246833333333,98.3903205,0.088200057079148,2017-06-30T12:59:57.600000+07:00,7.86925,98.391433,0.057240589832494,2017-06-30T12:59:49.734000+07:00,0.002183248737590987,3,117620102929,normal
2017.06.30 13:00:21,7.8737449999999995,98.390314,0.0915197263421567,2017-06-30T13:00:07+07:00,7.869733,98.391283,0.0607695545772156,2017-06-30T13:00:04.785000+07:00,0.0011523894031858022,3,117620102929,normal
2017.06.30 13:00:26,7.8737449999999995,98.390314,0.0915197263421567,2017-06-30T13:00:07+07:00,7.869733,98.391283,0.0607695545772156,2017-06-30T13:00:04.785000+07:00,0.0016745859059560555,3,117620102929,normal
2017.06.30 13:00:31,7.874096166666667,98.390101,0.0944155780235655,2017-06-30T13:00:20.200000+07:00,7.869733,98.391283,0.0607695545772156,2017-06-30T13:00:04.785000+07:00,0.0021544270328346235,3,117620102929,normal
2017.06.30 13:00:36,7.874096166666667,98.390101,0.0944155780235655,2017-06-30T13:00:20.200000+07:00,7.869733,98.391283,0.0607695545772156,2017-06-30T13:00:04.785000+07:00,0.002650380250542328,3,117620102929,normal
